No,Category,Subcategory,Description,Qty,UOM,Price/Unit (RM),Total (RM),Update Date,Supplier,Note
1,Aggregates,Cement & Mortar,Cement,40,BAG,20.8,832,20/11/2025,NILAI AGRICULTURE ENTERPRISE,
2,Aggregates,Cement & Mortar,Cement,384,BAG,21.8,8371.2,8/10/2025,E SHENG HARDWARE (JH) SDN BHD,
3,Aggregates,Cement & Mortar,Cement,384,BAG,21.8,8371.2,8/10/2025,E SHENG HARDWARE (JH) SDN BHD,
4,Aggregates,Cement & Mortar,Cement (Bag),2,BAG,15,30,20/11/2025,,
5,Aggregates,Cement & Mortar,Cement (Bag),1,BAG,15,15,20/1/2026,NILAI AGRICULTURE ENTERPRISE,
6,Aggregates,Cement & Mortar,Cement (Type Unknown),40,BAG,20.8,832,20/11/2025,NILAI AGRICULTURE ENTERPRISE,
7,Aggregates,Cement & Mortar,Cement Ytl R,15,BAG,21,315,20/11/2025,NILAI AGRICULTURE ENTERPRISE,
8,Aggregates,Cement & Mortar,Cement Ytl R,15,BAG,21,315,20/11/2025,NILAI AGRICULTURE ENTERPRISE,
9,Aggregates,Cement & Mortar,Cima NS Cement Green 50kg Bag,40,BAG,20.5,820,16/10/2025,E SHENG HARDWARE (JH) SDN BHD,
10,Aggregates,Cement & Mortar,Cima NS Cement Green 50kg Bag,40,BAG,20.5,820,16/10/2025,E SHENG HARDWARE (JH) SDN BHD,
11,Aggregates,Cement & Mortar,Portland Cement 50kg Bag,35,BAG,15,525,9/7/2024,BILAL HARDWARE,
12,Aggregates,Cement & Mortar,YTL PCC Cement Castle 50kg Bag,40,BAG,21,840,16/10/2025,E SHENG HARDWARE (JH) SDN BHD,
13,Aggregates,Cement & Mortar,YTL PCC Cement Castle 50kg Bag,40,BAG,21,840,16/10/2025,E SHENG HARDWARE (JH) SDN BHD,
14,Aggregates,Cement & Mortar,YTL PCC Cement Castle 50kg Bag,2,BAG,21,42,20/11/2025,NILAI AGRICULTURE ENTERPRISE,
15,Aggregates,Sand & Aggregates,"3/4"" Aggregate (10-Wheel Truck)",1,TRIP,850,850,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Batu = Aggregate
16,Aggregates,Sand & Aggregates,"3/4"" Aggregate (Bag)",6,BAG,5,30,30/9/2025,NILAI AGRICULTURE ENTERPRISE,Malay: Batu = Aggregate
17,Aggregates,Sand & Aggregates,"3/4"" Aggregate (Bag)",6,BAG,5,30,30/9/2025,NILAI AGRICULTURE ENTERPRISE,Malay: Batu = Aggregate
18,Aggregates,Sand & Aggregates,"3/4"" Aggregate (Scoop)",4,SCOOP,80,320,30/9/2025,NILAI AGRICULTURE ENTERPRISE,Malay: Batu = Aggregate
19,Aggregates,Sand & Aggregates,"3/4"" Aggregate (Scoop)",4,SCOOP,80,320,30/9/2025,NILAI AGRICULTURE ENTERPRISE,Malay: Batu = Aggregate
20,Aggregates,Sand & Aggregates,"Aggregate 3/4""",2,TRIP,850,1700,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,
21,Aggregates,Sand & Aggregates,Coarse Aggregate (10-Wheel Truck),1,TRIP,850,850,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Batu Kasaran
22,Aggregates,Sand & Aggregates,Coarse Sand,1,TRIP,800,800,,,
23,Aggregates,Sand & Aggregates,Coarse Sand (10-Wheel Truck),1,TRIP,800,800,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Pasir Kasar
24,Aggregates,Sand & Aggregates,Coarse Sand (10-Wheel Truck),1,TRIP,800,800,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Pasir Kasar
25,Aggregates,Sand & Aggregates,Coarse Sand (10-Wheel Truck),3,TRIP,850,2550,2/9/2025,,Malay: Pasir Kasar
26,Aggregates,Sand & Aggregates,Coarse Sand (Scoop),1,SCOOP,70,70,8/10/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Pasir Kasar
27,Aggregates,Sand & Aggregates,Coarse Sand (Scoop),1,SCOOP,70,70,8/10/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Pasir Kasar
28,Aggregates,Sand & Aggregates,Coarse Sand 20kg Bag (Pallet/60 Bag),1,PALLET,6,6,13/8/2025,,
29,Aggregates,Sand & Aggregates,Crusher Run (10-Wheel Truck),1,TRIP,850,850,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,
30,Aggregates,Sand & Aggregates,Crusher Run (10-Wheel Truck),1,TRIP,850,850,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,
31,Aggregates,Sand & Aggregates,Crusher Run (10-Wheel Truck),1,TRIP,850,850,4/11/2025,E SHENG HARDWARE (JH) SDN BHD,
32,Aggregates,Sand & Aggregates,Fine Sand,3,TRIP,700,2100,,,
33,Aggregates,Sand & Aggregates,Fine Sand (10-Wheel Truck),3,TRIP,900,2700,2/9/2025,,Malay: Halus = Fine
34,Aggregates,Sand & Aggregates,Fine Sand (Scoop),2,SCOOP,80,160,8/10/2025,E SHENG HARDWARE (JH) SDN BHD,Malay: Pasir Halus
35,Aggregates,Sand & Aggregates,Fine Sand (Scoop),2,SCOOP,80,160,8/10/2025,E SHENG HARDWARE (JH) SDN BBD,Malay: Halus = Fine
36,Aggregates,Sand & Aggregates,Fine Sand 20kg Bag (Pallet 60 Bags),1,PALLET,850,850,20/11/2025,NILAI AGRICULTURE ENTERPRISE,Pasir halus
37,Aggregates,Sand & Aggregates,Fine Sand 20kg Bag (Pallet 60 Bags),3,BAG,8,24,12/6/2025,NILAI AGRICULTURE ENTERPRISE,Malay: pasir halus
38,Aggregates,Sand & Aggregates,Fine Sand 20kg Bag (Pallet 60 Bags),3,BAG,8,24,12/6/2025,NILAI AGRICULTURE ENTERPRISE,Malay: pasir halus
39,Aggregates,Sand & Aggregates,Fine Sand 20kg Bag (Pallet/60 Bag),1,PALLET,6,6,13/8/2025,,
40,Aggregates,Sand & Aggregates,Sand Brick (520pcs/Pallet),2,PALLET,150,300,1/10/2025,,
41,Aggregates,Sand & Aggregates,Sand Brick (520pcs/Pallet),1,PALLET,150,150,20/10/2025,E SHENG HARDWARE (JH) SDN BHD,
42,Aggregates,Sand & Aggregates,Sand Brick (520pcs/Pallet),1,PALLET,150,150,20/10/2025,E SHENG HARDWARE (JH) SDN BHD,
43,Aggregates,Sand & Aggregates,Soil Backfill (10-Wheel Truck),13,TRIP,450,5850,,,
44,Aluminium,ACP Panel,ACP Panel Double Side (Silver) 4ft x 8ft x 3.00mm,1,PCS,80,80,11/6/2022,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
45,Aluminium,ACP Panel,ACP Panel Double Side (Silver) 4ft x 8ft x 3.00mm,1,PCS,80,80,11/6/2022,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
46,Aluminium,ACP Panel,ACP Panel Double Side (White) 4ft x 8ft x 3.00mm,1,PCS,91,91,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
47,Aluminium,ACP Panel,ACP Panel Double Side (White) 4ft x 8ft x 3.00mm,1,PCS,91,91,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
48,Aluminium,ACP Panel,ACP Panel EACP423D Double Side (Black) 4ft x 8ft x 3.00mm,1,PCS,90,90,30/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
49,Aluminium,ACP Panel,ACP Panel EACP423D Double Side (Black) 4ft x 8ft x 3.00mm,1,PCS,90,90,30/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,wrong_category_fixed=1;size_added=1
50,Aluminium,ACP Panel,Vitally ACP Panel 4ft x 8ft x 3.00mm (Double Side) Silver,1,PCS,80,80,11/6/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
51,Aluminium,ACP Panel,Vitally ACP Panel 4ft x 8ft x 3.00mm (Double Side) Silver,1,PCS,80,80,11/6/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
52,Aluminium,ACP Panel,Vitally ACP Panel 4ft x 8ft x 3.00mm (Double Side) White,1,PCS,91,91,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
53,Aluminium,ACP Panel,Vitally ACP Panel 4ft x 8ft x 3.00mm (Double Side) White,1,PCS,91,91,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
54,Aluminium,ACP Panel,Vitally ACP Panel EACP423D 4ft x 8ft x 3.00mm (Double Side) Black,1,PCS,90,90,30/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
55,Aluminium,ACP Panel,Vitally ACP Panel EACP423D 4ft x 8ft x 3.00mm (Double Side) Black,1,PCS,90,90,30/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
56,Aluminium,Aluminium Profile,"Aluminium Angle 1/2"" x 1/2"" x 6.00m",1,PCS,0.8,0.8,13/8/2025,,
57,Aluminium,Aluminium Profile,Aluminium Angle/L-trim 10.00mm,12,M,8.5,102,,,
58,Aluminium,Aluminium Profile,IS303 Insert Screen NA,1,PCS,16.9,16.9,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
59,Aluminium,Aluminium Profile,IS303 Insert Screen NA,1,PCS,16.9,16.9,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
60,Aluminium,Aluminium Profile,IS410 Insert Screen Bottom NA,1,PCS,18.9,18.9,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
61,Aluminium,Aluminium Profile,IS410 Insert Screen Bottom NA,1,PCS,18.9,18.9,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
62,Aluminium,Aluminium Profile,IS411 Insert Screen Top NA,1,PCS,14.6,14.6,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
63,Aluminium,Aluminium Profile,IS411 Insert Screen Top NA,1,PCS,14.6,14.6,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
64,Aluminium,Aluminium Profile,SC403 Showcase Profile SC9901 Top E Section,1,PCS,29.1,29.1,15/7/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
65,Aluminium,Aluminium Profile,SC403 Showcase Profile SC9901 Top E Section,1,PCS,29.1,29.1,15/7/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
66,Aluminium,Aluminium Profile,SC405 Showcase Profile SC9705 A Section,1,PCS,34.7,34.7,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
67,Aluminium,Aluminium Profile,SC405 Showcase Profile SC9705 A Section,1,PCS,34.7,34.7,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
68,Aluminium,Aluminium Profile,SC406 Showcase Profile SC9706 Bottom B Section,1,PCS,20,20,28/9/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
69,Aluminium,Aluminium Profile,SC406 Showcase Profile SC9706 Bottom B Section,1,PCS,20,20,28/9/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
70,Aluminium,Aluminium Profile,SF002 WH Shopfront Glazing Bead,1,PCS,1,146.4,25/1/2022,DRAGON CITY CONSTRUCTION SDN BHD,Malay: cermin mata
71,Aluminium,Aluminium Profile,SH007 Sliding Door Outer Bottom Track WH,1,PCS,66.4,66.4,17/1/2023,Wintech Building Materials Sdn Bhd,src=2023-01-17 CS64959PCH - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
72,Aluminium,Aluminium Profile,SH008 Sliding Door 3-Way Side Jamb NA 14ft,3,PCS,40.7,122.1,15/1/2024,Wintech Building Materials Sdn Bhd,src=2024-01-15 CS82543PCH - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;normalized_case=1
73,Aluminium,Aluminium Profile,Stair Nosing Aluminium Anti-slip,20,M,25,500,,,
74,Aluminium,Aluminium Profile,SWD304 Aluminium Profile 4.34m 6063-T5 NA,4,PCS,57,226,21/4/2021,Superb Aluminium Industries Sdn Bhd,src=2021-04-21 ID2104-0698 - SUPERB ALUMINIUM INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
75,Aluminium,Aluminium Profile,SWD307 Aluminium Profile 6.10m 6063-T5 NA,8,PCS,14.24,113.92,21/4/2021,Superb Aluminium Industries Sdn Bhd,src=2021-04-21 ID2104-0698 - SUPERB ALUMINIUM INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
76,Aluminium,Aluminium Profile,"UC0606 U Channel 6/8"" NA",1,PCS,18.8,18.8,3/3/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
77,Aluminium,Aluminium Profile,"UC0606 U Channel 6/8"" NA",1,PCS,18.8,18.8,3/3/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
78,Aluminium,Aluminium Profile,"UC0808 U Channel 1"" NA",1,PCS,25,25,26/3/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
79,Aluminium,Aluminium Profile,"UC0808 U Channel 1"" NA",1,PCS,25,25,26/3/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
80,Aluminium,Aluminium Profile,"WN0408 Hollow 1/2"" x 1"" NA",1,PCS,22.3,22.3,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
81,Aluminium,Aluminium Profile,"WN0408 Hollow 1/2"" x 1"" NA",1,PCS,22.3,22.3,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
82,Aluminium,Aluminium Profile,"WN0408 Hollow 1/2"" x 1"" NA",1,PCS,22.3,22.3,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
83,Aluminium,Aluminium Profile,"WN0408 Hollow 1/2"" x 1"" NA",1,PCS,22.3,22.3,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
84,Aluminium,Aluminium Strip Ceiling System,GI Bracing (P/Coated) 2440.00mm,1,PCS,7.5,7.5,,,
85,Aluminium,Aluminium Strip Ceiling System,GI Bracing 2440.00mm,1,PCS,3.8,3.8,,,
86,Aluminium,Aluminium Strip Ceiling System,GI Carrier Rail (MF) 4880.00mm,1,PCS,20,20,,,
87,Aluminium,Aluminium Strip Ceiling System,GI Panel Joint (100.00mm),1,PCS,0.7,0.7,,,
88,Aluminium,Aluminium Strip Ceiling System,GI Panel Joint (150.00mm),1,PCS,0.8,0.8,,,
89,Aluminium,Aluminium Strip Ceiling System,GI Panel Joint (200.00mm),1,PCS,1,1,,,
90,Aluminium,Door & Window Accessories,161 PVC Interlock Cover,1,PCS,1.5,1.5,17/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
91,Aluminium,Door & Window Accessories,161 PVC Interlock Cover,1,PCS,1.5,1.5,17/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
92,Aluminium,Door & Window Accessories,33-444 Powerlock 8Mtr/26ft Stanley,1,PCS,35,35,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
93,Aluminium,Door & Window Accessories,33-444 Powerlock 8Mtr/26ft Stanley,1,PCS,35,35,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
94,Aluminium,Door & Window Accessories,Adhesive Tape 2051 153m,2,ROLL,60.5,121,21/5/2021,Wintech Poly Industries Sdn Bhd,src=2021-05-21 WTP2105-072 - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
95,Aluminium,Door & Window Accessories,Adhesive Tape 2215A 153m,1,ROLL,50,50,9/7/2024,WINTECH POLY INDUSTRIES SDN BHD,src=2024-07-09 4951 - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;price_per_roll=1;charge_not_material=1;excluded_charge=SST 10% RM5.00
96,Aluminium,Door & Window Accessories,Adhesive Tape MV3320A 153m,2,ROLL,52.8,105.6,21/5/2021,Wintech Poly Industries Sdn Bhd,src=2021-05-21 WTP2105-072 - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
97,Aluminium,Door & Window Accessories,Adhesive Tape MV3320S 153m,2,ROLL,36.3,72.6,21/5/2021,Wintech Poly Industries Sdn Bhd,src=2021-05-21 WTP2105-072 - WINTECH POLY INDUSTRIES SDN BHD.pdf;verify_needed=1;wrong_category_fixed=1;normalized_case=1
98,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790,1,PCS,20,20,12/7/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
99,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790,1,PCS,20,20,12/7/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
100,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790 - BK,1,PCS,15,15,17/8/2023,YIT LOONG BUILDING MATERIALS SDN BHD,
101,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790 - BK,1,PCS,15,15,17/8/2023,YIT LOONG BUILDING MATERIALS SDN BHD,
102,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790 - WH,1,PCS,15,15,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
103,Aluminium,Door & Window Accessories,AFG1002-Nylon Floor Guide For SD 790 - WH,1,PCS,15,15,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
104,Aluminium,Door & Window Accessories,ALS1828 Auto Lock Utility Knife,1,PCS,5,5,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
105,Aluminium,Door & Window Accessories,ALS1828 Auto Lock Utility Knife,1,PCS,5,5,25/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
106,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" Black",1,PAIR,18,18,21/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
107,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" Black",1,PAIR,18,18,21/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
108,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" NA Star",1,PAIR,15,15,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
109,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" NA Star",1,PAIR,15,15,14/6/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
110,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" WH",1,PAIR,18,18,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
111,Aluminium,Door & Window Accessories,"Aluminium Handle 12.00"" WH",1,PAIR,18,18,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
112,Aluminium,Door & Window Accessories,"Aluminium Handle 9.00"" NA",1,PAIR,18,18,12/11/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
113,Aluminium,Door & Window Accessories,"Aluminium Handle 9.00"" NA",1,PAIR,18,18,12/11/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
114,Aluminium,Door & Window Accessories,Aman Deadbolt Lock 7301MB Single Cylinder,1,SET,33,33,17/10/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
115,Aluminium,Door & Window Accessories,Aman Deadbolt Lock 7301MB Single Cylinder,1,SET,33,33,17/10/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
116,Aluminium,Door & Window Accessories,Armor 8300 Tubular Lever Handle (0600),1,PCS,39,39,18/1/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
117,Aluminium,Door & Window Accessories,Armor 8300 Tubular Lever Handle (0600),1,PCS,39,39,18/1/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
118,Aluminium,Door & Window Accessories,Armor 8310 Tubular Lever Handle Lock,1,PCS,39,39,7/4/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
119,Aluminium,Door & Window Accessories,Armor 8310 Tubular Lever Handle Lock,1,PCS,39,39,7/4/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
120,Aluminium,Door & Window Accessories,Armor ATL-R1506 Tubular Lever Lock,1,PCS,65,65,17/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
121,Aluminium,Door & Window Accessories,Armor ATL-R1506 Tubular Lever Lock,1,PCS,65,65,17/3/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
122,Aluminium,Door & Window Accessories,Avio F60L Door Magnet Plate (White),1,PCS,1,1,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
123,Aluminium,Door & Window Accessories,Avio F60L Door Magnet Plate (White),1,PCS,1,1,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
124,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 BL (L),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
125,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 BL (L),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
126,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 BL (R),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
127,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 BL (R),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
128,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 NA (L),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
129,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 NA (L),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
130,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 NA (R),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
131,Aluminium,Door & Window Accessories,Big Crescent Lock CL310 NA (R),1,PCS,5.5,5.5,19/5/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
132,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,CTN,270,270,7/8/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
133,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,ROLL,5.63,5.63,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
134,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,CTN,270,270,7/8/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
135,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,ROLL,5.63,5.63,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
136,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,CTN,270,270,7/8/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
137,Aluminium,Door & Window Accessories,"Black Tape 1"" Teca",1,ROLL,5.63,5.63,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
138,Aluminium,Door & Window Accessories,"Black Tape 2 1/2""",1,ROLL,14.06,14.06,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
139,Aluminium,Door & Window Accessories,"Black Tape 2 1/2""",1,ROLL,14.06,14.06,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
140,Aluminium,Door & Window Accessories,"Black Tape 2 1/2""",1,ROLL,14.06,14.06,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
141,Aluminium,Door & Window Accessories,"Black Tape 2 1/2"" Teca",1,ROLL,14.06,14.06,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
142,Aluminium,Door & Window Accessories,"Black Tape 2 1/2"" Teca",1,ROLL,14.06,14.06,17/5/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
143,Aluminium,Door & Window Accessories,"Black Tape 2""",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
144,Aluminium,Door & Window Accessories,"Black Tape 2""",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
145,Aluminium,Door & Window Accessories,"Black Tape 2"" Teca",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
146,Aluminium,Door & Window Accessories,"Black Tape 2"" Teca",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
147,Aluminium,Door & Window Accessories,"Black Tape 2"" Teca",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
148,Aluminium,Door & Window Accessories,"Black Tape 2"" Teca",1,ROLL,11.25,11.25,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
149,Aluminium,Door & Window Accessories,"Black Tape 3""",1,ROLL,16.88,16.88,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
150,Aluminium,Door & Window Accessories,"Black Tape 3""",1,ROLL,16.88,16.88,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
151,Aluminium,Door & Window Accessories,"Black Tape 3"" Teca",1,ROLL,16.88,16.88,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
152,Aluminium,Door & Window Accessories,"Black Tape 3"" Teca",1,ROLL,16.88,16.88,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
153,Aluminium,Door & Window Accessories,"Black Tape 4""",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
154,Aluminium,Door & Window Accessories,"Black Tape 4""",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
155,Aluminium,Door & Window Accessories,"Black Tape 4""",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
156,Aluminium,Door & Window Accessories,"Black Tape 4""",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
157,Aluminium,Door & Window Accessories,"Black Tape 4"" Teca",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
158,Aluminium,Door & Window Accessories,"Black Tape 4"" Teca",1,ROLL,20.8,20.8,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
159,Aluminium,Door & Window Accessories,"Black Tape 6""",1,ROLL,43,43,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
160,Aluminium,Door & Window Accessories,"Black Tape 6""",1,ROLL,43,43,13/10/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
161,Aluminium,Door & Window Accessories,"Black Tape 6/8"" (19mm)",1,PKT,4.4,4.4,7/8/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
162,Aluminium,Door & Window Accessories,"Black Tape 6/8"" (19mm)",1,PKT,4.4,4.4,7/8/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
163,Aluminium,Door & Window Accessories,"Black Tape 6/8"" Teca",1,ROLL,5.63,5.63,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
164,Aluminium,Door & Window Accessories,"Black Tape 6/8"" Teca",1,ROLL,5.63,5.63,28/8/2024,YIT LOONG BUILDING MATERIALS SDN BHD,
165,Aluminium,Door & Window Accessories,Black Tape Nikee 70y,1,CTN,270,270,12/4/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
166,Aluminium,Door & Window Accessories,Black Tape Nikee 70y,1,CTN,270,270,12/4/2022,YIT LOONG BUILDING MATERIALS SDN BHD,
167,Aluminium,Door & Window Accessories,Black Tape Teca,1,CTN,270,270,18/1/2023,YIT LOONG BUILDING MATERIALS SDN BHD,
168,Aluminium,Door & Window Accessories,Black Tape Teca,1,CTN,270,270,18/1/2023,YIT LOONG BUILDING MATERIALS SDN BHD,
169,Aluminium,Door & Window Accessories,Bracket 911A 30.00mm,1,PCS,1.5,1.5,22/5/2021,YIT LOONG BUILDING MATERIALS SDN BHD,
