sheet,row,col,value
Electrical & Accessories,10,8,2025-09-02
Electrical & Accessories,10,11,Pendawaian 2.5mm 3 Pin Plug Point (Looping) 1m > /mtr
Electrical & Accessories,10,12,Nos
Electrical & Accessories,10,13,30
Electrical & Accessories,10,17,8
Electrical & Accessories,10,18,Pendawaian 2.5mm 3 Pin Plug Point (Looping) 1m > /mtr
Electrical & Accessories,10,19,Nos
Electrical & Accessories,10,20,30
Electrical & Accessories,10,24,8
Electrical & Accessories,10,25,Pemasangan Kipas Decoration / Berlampu
Electrical & Accessories,10,26,Nos
Electrical & Accessories,10,27,55
Electrical & Accessories,11,10,9
Electrical & Accessories,11,11,Pendawaian 2.5mm Water Heater
Electrical & Accessories,11,12,Nos
Electrical & Accessories,11,13,180
Electrical & Accessories,11,17,9
Electrical & Accessories,11,18,Pendawaian 2.5mm Water Heater
Electrical & Accessories,11,19,Nos
Electrical & Accessories,11,20,250
Electrical & Accessories,11,24,9
Electrical & Accessories,11,25,Pemasangan Hook Kipas Baru
Electrical & Accessories,11,26,Nos
Electrical & Accessories,11,27,40
Electrical & Accessories,12,10,10
Electrical & Accessories,12,11,Pendawaian 2.5mm Air Cond 1.0–3.0HP
Electrical & Accessories,12,12,Nos
Electrical & Accessories,12,13,180
Electrical & Accessories,12,17,10
Electrical & Accessories,12,18,Pendawaian 2.5mm Air Cond 1.0–3.0HP
Electrical & Accessories,12,19,Nos
Electrical & Accessories,12,20,250
Electrical & Accessories,12,24,10
Electrical & Accessories,12,25,Membuka Semua Jenis Kipas
Electrical & Accessories,12,26,Nos
Electrical & Accessories,12,27,25
Electrical & Accessories,13,17,11
Electrical & Accessories,13,18,Pendawaian D/B 12Way
Electrical & Accessories,13,19,Nos
Electrical & Accessories,13,20,350
Electrical & Accessories,13,24,11
Electrical & Accessories,13,25,Pemasangan Water Heater
Electrical & Accessories,13,26,Nos
Electrical & Accessories,13,27,100
Electrical & Accessories,14,17,12
Electrical & Accessories,14,18,Pendawaian D/B 16Way
Electrical & Accessories,14,19,Nos
Electrical & Accessories,14,20,350
Electrical & Accessories,14,24,12
Electrical & Accessories,14,25,Pemasangan Pembumian Elektrik
Electrical & Accessories,14,26,Nos
Electrical & Accessories,14,27,500
Electrical & Accessories,15,17,13
Electrical & Accessories,15,18,Pendawaian D/B 30Way
Electrical & Accessories,15,19,Nos
Electrical & Accessories,15,20,350
Electrical & Accessories,15,24,13
Electrical & Accessories,15,25,Pemasangan Kitchen Hood
Electrical & Accessories,15,26,Nos
Electrical & Accessories,15,27,300
Electrical & Accessories,16,17,14
Electrical & Accessories,16,18,Pendawaian Auto Gate Min 10m
Electrical & Accessories,16,19,Nos
Electrical & Accessories,16,20,800
Electrical & Accessories,16,24,14
Electrical & Accessories,16,25,Menebuk Dinding Lubang Exhaust Fan
Electrical & Accessories,16,26,Nos
Electrical & Accessories,16,27,80
Electrical & Accessories,17,17,15
Electrical & Accessories,17,18,Pendawaian Auto Gate >10m / Meter (1.5 9 Core)
Electrical & Accessories,17,19,Nos
Electrical & Accessories,17,20,60
Electrical & Accessories,17,24,15
Electrical & Accessories,17,25,Pemasangan Air Cond 1.0HP Wall Type
Electrical & Accessories,17,26,Nos
Electrical & Accessories,17,27,300
Electrical & Accessories,18,17,16
Electrical & Accessories,18,18,Pendawaian Auto Gate >10m / Meter (2.5 9 Core)
Electrical & Accessories,18,19,Nos
Electrical & Accessories,18,20,70
Electrical & Accessories,18,24,16
Electrical & Accessories,18,25,Pemasangan Air Cond 1.5HP Wall Type
Electrical & Accessories,18,26,Nos
Electrical & Accessories,18,27,350
Electrical & Accessories,19,24,17
Electrical & Accessories,19,25,Pemasangan Air Cond 2.0HP Wall Type
Electrical & Accessories,19,26,Nos
Electrical & Accessories,19,27,450
Electrical & Accessories,20,24,18
Electrical & Accessories,20,25,Pemasangan Air Cond 2.5HP Wall Type
Electrical & Accessories,20,26,Nos
Electrical & Accessories,20,27,450
Electrical & Accessories,21,24,19
Electrical & Accessories,21,25,Pemasangan Air Cond 3.0HP Wall Type
Electrical & Accessories,21,26,Nos
Electrical & Accessories,21,27,550
Electrical & Accessories,22,24,20
Electrical & Accessories,22,25,Pemasangan Air Cond 1.5HP Ceiling Type
Electrical & Accessories,22,26,Nos
Electrical & Accessories,22,27,400
Electrical & Accessories,23,24,21
Electrical & Accessories,23,25,Pemasangan Air Cond 2.0HP Ceiling Type
Electrical & Accessories,23,26,Nos
Electrical & Accessories,23,27,500
Electrical & Accessories,24,24,22
Electrical & Accessories,24,25,Pemasangan Air Cond 2.5HP Ceiling Type
Electrical & Accessories,24,26,Nos
Electrical & Accessories,24,27,500
Electrical & Accessories,25,24,23
Electrical & Accessories,25,25,Pemasangan Air Cond 3.0HP Ceiling Type
Electrical & Accessories,25,26,Nos
Electrical & Accessories,25,27,600
Electrical & Accessories,26,24,24
Electrical & Accessories,26,25,Pemasangan Air Cond 1.5HP Cassette Type
Electrical & Accessories,26,26,Nos
Electrical & Accessories,26,27,450
Electrical & Accessories,27,24,25
Electrical & Accessories,27,25,Pemasangan Air Cond 2.0HP Cassette Type
Electrical & Accessories,27,26,Nos
Electrical & Accessories,27,27,550
Electrical & Accessories,28,24,26
Electrical & Accessories,28,25,Pemasangan Air Cond 2.5HP Cassette Type
Electrical & Accessories,28,26,Nos
Electrical & Accessories,28,27,550
Electrical & Accessories,29,24,27
Electrical & Accessories,29,25,Pemasangan Air Cond 3.0HP Cassette Type
Electrical & Accessories,29,26,Nos
Electrical & Accessories,29,27,650
Electrical & Accessories,30,24,28
Electrical & Accessories,30,25,Caj Tambahan Pemasangan Air Cond Jenis Inverter
Electrical & Accessories,30,26,Nos
Electrical & Accessories,30,27,80
"Doors, Windows & Accessories",2,1,No
"Doors, Windows & Accessories",2,2,Description
"Doors, Windows & Accessories",2,3,UOM
"Doors, Windows & Accessories",2,4,Unit Price (RM)
"Doors, Windows & Accessories",2,5,Quotation No
"Doors, Windows & Accessories",2,6,Date
"Doors, Windows & Accessories",3,1,1
"Doors, Windows & Accessories",3,2,18mm Vietnam Commercial Gred (Flooring Use) Plywood
"Doors, Windows & Accessories",3,3,Sheet
"Doors, Windows & Accessories",3,4,143
"Doors, Windows & Accessories",4,1,2
"Doors, Windows & Accessories",4,2,Grille Door Handle Lever
"Doors, Windows & Accessories",4,3,Pc
"Doors, Windows & Accessories",4,4,76
"Doors, Windows & Accessories",5,1,3
"Doors, Windows & Accessories",5,2,Sliding Door Lock (Generic)
"Doors, Windows & Accessories",5,3,Pc
"Doors, Windows & Accessories",5,4,22
"Doors, Windows & Accessories",6,1,4
"Doors, Windows & Accessories",6,2,Sliding Door Lock J6 White
"Doors, Windows & Accessories",6,3,Pc
"Doors, Windows & Accessories",6,4,23
"Doors, Windows & Accessories",6,5,CS63336
"Doors, Windows & Accessories",6,6,2021-02-08
"Doors, Windows & Accessories",7,1,5
"Doors, Windows & Accessories",7,2,Sliding Door Lock J6 Black
"Doors, Windows & Accessories",7,3,Pc
"Doors, Windows & Accessories",7,4,22.5
"Doors, Windows & Accessories",7,5,IN41680
"Doors, Windows & Accessories",7,6,2021-02-17
"Doors, Windows & Accessories",8,1,6
"Doors, Windows & Accessories",8,2,Sliding Top Roller MR007N
"Doors, Windows & Accessories",8,3,Set
"Doors, Windows & Accessories",8,4,25
"Doors, Windows & Accessories",8,5,CS63336
"Doors, Windows & Accessories",8,6,2021-02-08
"Doors, Windows & Accessories",9,1,7
"Doors, Windows & Accessories",9,2,Shower Hinge SH04 Wall/Glass (Centre)
"Doors, Windows & Accessories",9,3,Prs
"Doors, Windows & Accessories",9,4,85
"Doors, Windows & Accessories",9,5,IN41680
"Doors, Windows & Accessories",9,6,2021-02-17
"Doors, Windows & Accessories",10,1,8
"Doors, Windows & Accessories",10,2,Shower Glass Handle 712-S
"Doors, Windows & Accessories",10,3,Prs
"Doors, Windows & Accessories",10,4,28
"Doors, Windows & Accessories",10,5,IN41686
"Doors, Windows & Accessories",10,6,2021-02-17
"Doors, Windows & Accessories",11,1,9
"Doors, Windows & Accessories",11,2,LGP-5 Curved Jaw Locking Pliers
"Doors, Windows & Accessories",11,3,Pc
"Doors, Windows & Accessories",11,4,25
"Doors, Windows & Accessories",11,5,CS63336
"Doors, Windows & Accessories",11,6,2021-02-08
"Doors, Windows & Accessories",12,1,10
"Doors, Windows & Accessories",12,2,TC30 Toyo Glass Cutter
"Doors, Windows & Accessories",12,3,Pc
"Doors, Windows & Accessories",12,4,48
"Doors, Windows & Accessories",12,5,CS63336
"Doors, Windows & Accessories",12,6,2021-02-08
"Doors, Windows & Accessories",13,1,11
"Doors, Windows & Accessories",13,2,AFG1002 Nylon Floor Guide for SD 790
"Doors, Windows & Accessories",13,3,Pc
"Doors, Windows & Accessories",13,4,20
"Doors, Windows & Accessories",13,5,CS63336
"Doors, Windows & Accessories",13,6,2021-02-08
"Doors, Windows & Accessories",14,1,12
"Doors, Windows & Accessories",14,2,Glass Clip GC08 12mm
"Doors, Windows & Accessories",14,3,Pc
"Doors, Windows & Accessories",14,4,12
"Doors, Windows & Accessories",14,5,IN41680
"Doors, Windows & Accessories",14,6,2021-02-17
"Doors, Windows & Accessories",15,1,13
"Doors, Windows & Accessories",15,2,STL69-799 Stanley Riverter (Heavy)
"Doors, Windows & Accessories",15,3,Set
"Doors, Windows & Accessories",15,4,60
"Doors, Windows & Accessories",15,5,IN41680
"Doors, Windows & Accessories",15,6,2021-02-17
110 Material Surau Al-Ihsan,2,1,No
110 Material Surau Al-Ihsan,2,2,Description
110 Material Surau Al-Ihsan,2,3,Qty
110 Material Surau Al-Ihsan,2,4,UOM
110 Material Surau Al-Ihsan,2,5,Price/Unit (RM)
110 Material Surau Al-Ihsan,2,6,Total (RM)
110 Material Surau Al-Ihsan,3,1,1
110 Material Surau Al-Ihsan,3,2,Tambun tanah 10-wheel
110 Material Surau Al-Ihsan,3,3,13
110 Material Surau Al-Ihsan,3,4,Trip
110 Material Surau Al-Ihsan,3,5,450
110 Material Surau Al-Ihsan,3,6,5850
110 Material Surau Al-Ihsan,4,1,2
110 Material Surau Al-Ihsan,4,2,Butyl / flashing tape 50 mm x 5 m
110 Material Surau Al-Ihsan,4,3,4
110 Material Surau Al-Ihsan,4,4,Roll
110 Material Surau Al-Ihsan,4,5,15
110 Material Surau Al-Ihsan,4,6,60
110 Material Surau Al-Ihsan,5,1,3
110 Material Surau Al-Ihsan,5,2,"BRC A7 (6.0 m x 2.2 m, 13.2 m²/pc)"
110 Material Surau Al-Ihsan,5,3,12
110 Material Surau Al-Ihsan,5,4,Sht
110 Material Surau Al-Ihsan,5,5,148
110 Material Surau Al-Ihsan,5,6,1776
110 Material Surau Al-Ihsan,6,1,4
110 Material Surau Al-Ihsan,6,2,GI wire 20#
110 Material Surau Al-Ihsan,6,3,8
110 Material Surau Al-Ihsan,6,4,Roll
110 Material Surau Al-Ihsan,6,5,10
110 Material Surau Al-Ihsan,6,6,80
110 Material Surau Al-Ihsan,7,1,5
110 Material Surau Al-Ihsan,7,2,Spacer/chair plastik (±800 pcs/beg)
110 Material Surau Al-Ihsan,7,3,1
110 Material Surau Al-Ihsan,7,4,Bag
110 Material Surau Al-Ihsan,7,5,108.8
110 Material Surau Al-Ihsan,7,6,108.8
110 Material Surau Al-Ihsan,8,1,6
110 Material Surau Al-Ihsan,8,2,Plywood 9 mm 4'x8' (formwork tepi + soffit + tangga)
110 Material Surau Al-Ihsan,8,3,25
110 Material Surau Al-Ihsan,8,4,Sheet
110 Material Surau Al-Ihsan,8,5,48
110 Material Surau Al-Ihsan,8,6,1200
110 Material Surau Al-Ihsan,9,1,7
110 Material Surau Al-Ihsan,9,2,Curing compound Sika Antisol E 20 L
110 Material Surau Al-Ihsan,9,3,2
110 Material Surau Al-Ihsan,9,4,Pail
110 Material Surau Al-Ihsan,9,5,130
110 Material Surau Al-Ihsan,9,6,260
110 Material Surau Al-Ihsan,10,1,8
110 Material Surau Al-Ihsan,10,2,"PU metaldeck 0.47 mm G24/FR (610 mm), 624 ft-run"
110 Material Surau Al-Ihsan,10,3,624
110 Material Surau Al-Ihsan,10,4,Ft-run
110 Material Surau Al-Ihsan,10,5,15
110 Material Surau Al-Ihsan,10,6,9360
110 Material Surau Al-Ihsan,11,1,9
110 Material Surau Al-Ihsan,11,2,Flashing #30 12'x8'
110 Material Surau Al-Ihsan,11,3,4
110 Material Surau Al-Ihsan,11,4,Pc
110 Material Surau Al-Ihsan,11,5,28
110 Material Surau Al-Ihsan,11,6,112
110 Material Surau Al-Ihsan,12,1,10
110 Material Surau Al-Ihsan,12,2,Skru bumbung + washer
110 Material Surau Al-Ihsan,12,3,4
110 Material Surau Al-Ihsan,12,4,Box
110 Material Surau Al-Ihsan,12,5,68
110 Material Surau Al-Ihsan,12,6,272
110 Material Surau Al-Ihsan,13,1,11
110 Material Surau Al-Ihsan,13,2,Sealant silikon
110 Material Surau Al-Ihsan,13,3,16
110 Material Surau Al-Ihsan,13,4,Tube
110 Material Surau Al-Ihsan,13,5,8
110 Material Surau Al-Ihsan,13,6,128
110 Material Surau Al-Ihsan,14,1,12
110 Material Surau Al-Ihsan,14,2,Aksesori gutter (Bracket 14 + Outlet 1 + Stop-end 2)
110 Material Surau Al-Ihsan,14,3,17
110 Material Surau Al-Ihsan,14,4,Unit
110 Material Surau Al-Ihsan,14,5,4
110 Material Surau Al-Ihsan,14,6,68
110 Material Surau Al-Ihsan,15,1,13
110 Material Surau Al-Ihsan,15,2,Downpipe 110/100 mm x 5.8 m
110 Material Surau Al-Ihsan,15,3,1
110 Material Surau Al-Ihsan,15,4,Batang
110 Material Surau Al-Ihsan,15,5,59
110 Material Surau Al-Ihsan,15,6,59
110 Material Surau Al-Ihsan,16,1,14
110 Material Surau Al-Ihsan,16,2,Strap/clip downpipe
110 Material Surau Al-Ihsan,16,3,3
110 Material Surau Al-Ihsan,16,4,Pc
110 Material Surau Al-Ihsan,16,5,3
110 Material Surau Al-Ihsan,16,6,9
110 Material Surau Al-Ihsan,17,1,15
110 Material Surau Al-Ihsan,17,2,"Gutter ""Mendung"" utama (8 ft x 5 batang = 40 ft)"
110 Material Surau Al-Ihsan,17,3,5
110 Material Surau Al-Ihsan,17,4,Pc
110 Material Surau Al-Ihsan,17,5,45
110 Material Surau Al-Ihsan,17,6,225
110 Material Surau Al-Ihsan,18,1,16
110 Material Surau Al-Ihsan,18,2,Plaster board 4'x6' (top-up)
110 Material Surau Al-Ihsan,18,3,38
110 Material Surau Al-Ihsan,18,4,Sheet
110 Material Surau Al-Ihsan,18,5,22
110 Material Surau Al-Ihsan,18,6,836
110 Material Surau Al-Ihsan,19,1,17
110 Material Surau Al-Ihsan,19,2,GI Channel 35x75x0.72 (6 m)
110 Material Surau Al-Ihsan,19,3,82
110 Material Surau Al-Ihsan,19,4,Pc
110 Material Surau Al-Ihsan,19,5,22
110 Material Surau Al-Ihsan,19,6,1804
110 Material Surau Al-Ihsan,20,1,18
110 Material Surau Al-Ihsan,20,2,GI Batten 32x40x0.42 (6 m)
110 Material Surau Al-Ihsan,20,3,66
110 Material Surau Al-Ihsan,20,4,Pc
110 Material Surau Al-Ihsan,20,5,13
110 Material Surau Al-Ihsan,20,6,858
110 Material Surau Al-Ihsan,21,1,19
110 Material Surau Al-Ihsan,21,2,Metal furring 10x30 mm x 12'
110 Material Surau Al-Ihsan,21,3,60
110 Material Surau Al-Ihsan,21,4,Pc
110 Material Surau Al-Ihsan,21,5,3
110 Material Surau Al-Ihsan,21,6,180
110 Material Surau Al-Ihsan,22,1,20
110 Material Surau Al-Ihsan,22,2,Batten 121 0.48 mm
110 Material Surau Al-Ihsan,22,3,4
110 Material Surau Al-Ihsan,22,4,Pc
110 Material Surau Al-Ihsan,22,5,15
110 Material Surau Al-Ihsan,22,6,60
110 Material Surau Al-Ihsan,23,1,21
110 Material Surau Al-Ihsan,23,2,"Drywall screw 6x1"" (1,000 pcs)"
110 Material Surau Al-Ihsan,23,3,1
110 Material Surau Al-Ihsan,23,4,Box
110 Material Surau Al-Ihsan,23,5,22
110 Material Surau Al-Ihsan,23,6,22
110 Material Surau Al-Ihsan,24,1,22
110 Material Surau Al-Ihsan,24,2,ASG Stopping 18 kg
110 Material Surau Al-Ihsan,24,3,2
110 Material Surau Al-Ihsan,24,4,Bag
110 Material Surau Al-Ihsan,24,5,22
110 Material Surau Al-Ihsan,24,6,44
110 Material Surau Al-Ihsan,25,1,23
110 Material Surau Al-Ihsan,25,2,Cat siling Nippon Super Matex 18 L
110 Material Surau Al-Ihsan,25,3,1
110 Material Surau Al-Ihsan,25,4,Tin
110 Material Surau Al-Ihsan,25,5,85
110 Material Surau Al-Ihsan,25,6,85
110 Material Surau Al-Ihsan,26,1,24
110 Material Surau Al-Ihsan,26,2,Wall angle (zinc bar 12')
110 Material Surau Al-Ihsan,26,3,20
110 Material Surau Al-Ihsan,26,4,Batang
110 Material Surau Al-Ihsan,26,5,3.3
110 Material Surau Al-Ihsan,26,6,66
110 Material Surau Al-Ihsan,27,1,25
110 Material Surau Al-Ihsan,27,2,"Hanger rod + fastener (6 ft/set, siap skru+washer)"
110 Material Surau Al-Ihsan,27,3,80
110 Material Surau Al-Ihsan,27,4,Set
110 Material Surau Al-Ihsan,27,5,6.5
110 Material Surau Al-Ihsan,27,6,520
110 Material Surau Al-Ihsan,28,1,26
110 Material Surau Al-Ihsan,28,2,"LED downlight 4"" Philips 12 W"
110 Material Surau Al-Ihsan,28,3,30
110 Material Surau Al-Ihsan,28,4,Unit
110 Material Surau Al-Ihsan,28,5,23.9
110 Material Surau Al-Ihsan,28,6,717
110 Material Surau Al-Ihsan,29,1,27
110 Material Surau Al-Ihsan,29,2,"Kipas siling KDK (remote, 56"")"
110 Material Surau Al-Ihsan,29,3,9
110 Material Surau Al-Ihsan,29,4,Unit
110 Material Surau Al-Ihsan,29,5,665
110 Material Surau Al-Ihsan,29,6,5985
110 Material Surau Al-Ihsan,30,1,28
110 Material Surau Al-Ihsan,30,2,Soket 13A Schneider (single)
110 Material Surau Al-Ihsan,30,3,10
110 Material Surau Al-Ihsan,30,4,Unit
110 Material Surau Al-Ihsan,30,5,8.5
110 Material Surau Al-Ihsan,30,6,85
110 Material Surau Al-Ihsan,31,1,29
110 Material Surau Al-Ihsan,31,2,"DB box 3-phase (45-way, full set)"
110 Material Surau Al-Ihsan,31,3,1
110 Material Surau Al-Ihsan,31,4,Unit
110 Material Surau Al-Ihsan,31,5,450
110 Material Surau Al-Ihsan,31,6,450
110 Material Surau Al-Ihsan,32,1,30
110 Material Surau Al-Ihsan,32,2,Kabel 2.5 mm² Mega (100 m/roll)
110 Material Surau Al-Ihsan,32,3,5
110 Material Surau Al-Ihsan,32,4,Roll
110 Material Surau Al-Ihsan,32,5,128
110 Material Surau Al-Ihsan,32,6,640
110 Material Surau Al-Ihsan,33,1,31
110 Material Surau Al-Ihsan,33,2,Kabel 1.5 mm² Mega (100 m/roll)
110 Material Surau Al-Ihsan,33,3,6
110 Material Surau Al-Ihsan,33,4,Roll
110 Material Surau Al-Ihsan,33,5,85
110 Material Surau Al-Ihsan,33,6,510
110 Material Surau Al-Ihsan,34,1,32
110 Material Surau Al-Ihsan,34,2,PVC conduit 25 mm (2.8 m/batang)
110 Material Surau Al-Ihsan,34,3,143
110 Material Surau Al-Ihsan,34,4,Unit
110 Material Surau Al-Ihsan,34,5,2.8
110 Material Surau Al-Ihsan,34,6,400.4
110 Material Surau Al-Ihsan,35,1,33
110 Material Surau Al-Ihsan,35,2,"PVC trunking (3/4""/1""/1-1/2""x3/4""/1""x2""/2""/2""x4"")"
110 Material Surau Al-Ihsan,35,3,1
110 Material Surau Al-Ihsan,35,4,Set
110 Material Surau Al-Ihsan,35,5,1315
110 Material Surau Al-Ihsan,35,6,1315
110 Material Surau Al-Ihsan,36,1,34
110 Material Surau Al-Ihsan,36,2,PVC conceal box 1-gang
110 Material Surau Al-Ihsan,36,3,30
110 Material Surau Al-Ihsan,36,4,Unit
110 Material Surau Al-Ihsan,36,5,0.35
110 Material Surau Al-Ihsan,36,6,10.5
110 Material Surau Al-Ihsan,37,1,35
110 Material Surau Al-Ihsan,37,2,Switch 1-gang Schneider
110 Material Surau Al-Ihsan,37,3,20
110 Material Surau Al-Ihsan,37,4,Unit
110 Material Surau Al-Ihsan,37,5,5.9
110 Material Surau Al-Ihsan,37,6,118
110 Material Surau Al-Ihsan,38,1,36
110 Material Surau Al-Ihsan,38,2,Dimmer Schneider
110 Material Surau Al-Ihsan,38,3,3
110 Material Surau Al-Ihsan,38,4,Unit
110 Material Surau Al-Ihsan,38,5,85.8
110 Material Surau Al-Ihsan,38,6,257.4
110 Material Surau Al-Ihsan,39,1,37
110 Material Surau Al-Ihsan,39,2,Outdoor wall light IP65 (motion)
110 Material Surau Al-Ihsan,39,3,3
110 Material Surau Al-Ihsan,39,4,Unit
110 Material Surau Al-Ihsan,39,5,90
110 Material Surau Al-Ihsan,39,6,270
110 Material Surau Al-Ihsan,40,1,38
110 Material Surau Al-Ihsan,40,2,Earthing rod 16 mm x 0.5 m
110 Material Surau Al-Ihsan,40,3,4
110 Material Surau Al-Ihsan,40,4,Pc
110 Material Surau Al-Ihsan,40,5,100
110 Material Surau Al-Ihsan,40,6,400
110 Material Surau Al-Ihsan,41,1,39
110 Material Surau Al-Ihsan,41,2,Earth clamp U-bolt UC301
110 Material Surau Al-Ihsan,41,3,1
110 Material Surau Al-Ihsan,41,4,Pc
110 Material Surau Al-Ihsan,41,5,74.1
110 Material Surau Al-Ihsan,41,6,74.1
110 Material Surau Al-Ihsan,42,1,40
110 Material Surau Al-Ihsan,42,2,Earth cable G/Y 16 mm² (anggar 15 m)
110 Material Surau Al-Ihsan,42,3,15
110 Material Surau Al-Ihsan,42,4,Meter
110 Material Surau Al-Ihsan,42,5,10.5
110 Material Surau Al-Ihsan,42,6,157.5
110 Material Surau Al-Ihsan,43,1,41
110 Material Surau Al-Ihsan,43,2,"SS round tube utama 1-1/2"" x 1.2 mm"
110 Material Surau Al-Ihsan,43,3,19
110 Material Surau Al-Ihsan,43,4,Pc
110 Material Surau Al-Ihsan,43,5,88
110 Material Surau Al-Ihsan,43,6,1672
110 Material Surau Al-Ihsan,44,1,42
110 Material Surau Al-Ihsan,44,2,"SS round tube sekunder 5/8"" x 1.2 mm"
110 Material Surau Al-Ihsan,44,3,28
110 Material Surau Al-Ihsan,44,4,Pc
110 Material Surau Al-Ihsan,44,5,46
110 Material Surau Al-Ihsan,44,6,1288
110 Material Surau Al-Ihsan,45,1,43
110 Material Surau Al-Ihsan,45,2,SS ring Q058
110 Material Surau Al-Ihsan,45,3,54
110 Material Surau Al-Ihsan,45,4,Pc
110 Material Surau Al-Ihsan,45,5,4
110 Material Surau Al-Ihsan,45,6,216
110 Material Surau Al-Ihsan,46,1,44
110 Material Surau Al-Ihsan,46,2,SS clamp Q099
110 Material Surau Al-Ihsan,46,3,180
110 Material Surau Al-Ihsan,46,4,Pc
110 Material Surau Al-Ihsan,46,5,1.1
110 Material Surau Al-Ihsan,46,6,198.00000000000003
110 Material Surau Al-Ihsan,47,1,45
110 Material Surau Al-Ihsan,47,2,SS dome cap S030
110 Material Surau Al-Ihsan,47,3,72
110 Material Surau Al-Ihsan,47,4,Pc
110 Material Surau Al-Ihsan,47,5,4
110 Material Surau Al-Ihsan,47,6,288
110 Material Surau Al-Ihsan,48,1,46
110 Material Surau Al-Ihsan,48,2,Base plate SS (cadang 150x150x10 mm)
110 Material Surau Al-Ihsan,48,3,26
110 Material Surau Al-Ihsan,48,4,Pc
110 Material Surau Al-Ihsan,48,5,20
110 Material Surau Al-Ihsan,48,6,520
110 Material Surau Al-Ihsan,49,1,47
110 Material Surau Al-Ihsan,49,2,Chemical anchor (SS railing + Roman tiang starter)
110 Material Surau Al-Ihsan,49,3,108
110 Material Surau Al-Ihsan,49,4,Pc
110 Material Surau Al-Ihsan,49,5,10.9
110 Material Surau Al-Ihsan,49,6,1177.2
110 Material Surau Al-Ihsan,50,1,48
110 Material Surau Al-Ihsan,50,2,"Tiang Roman RP11 (10"" x 8')"
110 Material Surau Al-Ihsan,50,3,9
110 Material Surau Al-Ihsan,50,4,Pc
110 Material Surau Al-Ihsan,50,5,110
110 Material Surau Al-Ihsan,50,6,990
110 Material Surau Al-Ihsan,51,1,49
110 Material Surau Al-Ihsan,51,2,Rebar Y12 (12 m/bar)
110 Material Surau Al-Ihsan,51,3,26
110 Material Surau Al-Ihsan,51,4,Bar
110 Material Surau Al-Ihsan,51,5,28
110 Material Surau Al-Ihsan,51,6,728
110 Material Surau Al-Ihsan,52,1,50
110 Material Surau Al-Ihsan,52,2,Rebar R6 (12 m/bar) 
110 Material Surau Al-Ihsan,52,3,42
110 Material Surau Al-Ihsan,52,4,Bar
110 Material Surau Al-Ihsan,52,5,10
110 Material Surau Al-Ihsan,52,6,420
110 Material Surau Al-Ihsan,53,1,51
110 Material Surau Al-Ihsan,53,2,Cover blocks (beam+Roman cage)
110 Material Surau Al-Ihsan,53,3,192
110 Material Surau Al-Ihsan,53,4,Pc
110 Material Surau Al-Ihsan,53,5,0.4
110 Material Surau Al-Ihsan,53,6,76.80000000000001
110 Material Surau Al-Ihsan,54,1,52
110 Material Surau Al-Ihsan,54,2,"Timber 1""x2""x10' – walers/studs/bracing"
110 Material Surau Al-Ihsan,54,3,100
110 Material Surau Al-Ihsan,54,4,Pc
110 Material Surau Al-Ihsan,54,5,10
110 Material Surau Al-Ihsan,54,6,1000
110 Material Surau Al-Ihsan,55,1,53
110 Material Surau Al-Ihsan,55,2,"Nails 2"" – formwork"
110 Material Surau Al-Ihsan,55,3,3
110 Material Surau Al-Ihsan,55,4,Kg
110 Material Surau Al-Ihsan,55,5,8
110 Material Surau Al-Ihsan,55,6,24
110 Material Surau Al-Ihsan,56,1,54
110 Material Surau Al-Ihsan,56,2,"Nails 3"" – formwork"
110 Material Surau Al-Ihsan,56,3,3
110 Material Surau Al-Ihsan,56,4,Kg
110 Material Surau Al-Ihsan,56,5,8
110 Material Surau Al-Ihsan,56,6,24
110 Material Surau Al-Ihsan,57,1,55
110 Material Surau Al-Ihsan,57,2,"Brass garden bib tap 1/2"""
110 Material Surau Al-Ihsan,57,3,5
110 Material Surau Al-Ihsan,57,4,Unit
110 Material Surau Al-Ihsan,57,5,15
110 Material Surau Al-Ihsan,57,6,75
110 Material Surau Al-Ihsan,58,1,56
110 Material Surau Al-Ihsan,58,2,"Brass stop cock 1/2"""
110 Material Surau Al-Ihsan,58,3,1
110 Material Surau Al-Ihsan,58,4,Unit
110 Material Surau Al-Ihsan,58,5,19
110 Material Surau Al-Ihsan,58,6,19
110 Material Surau Al-Ihsan,59,1,57
110 Material Surau Al-Ihsan,59,2,"PVC pipe Class 6 (1/2"", 5.8 m/length)"
110 Material Surau Al-Ihsan,59,3,2
110 Material Surau Al-Ihsan,59,4,Length
110 Material Surau Al-Ihsan,59,5,10
110 Material Surau Al-Ihsan,59,6,20
110 Material Surau Al-Ihsan,60,1,58
110 Material Surau Al-Ihsan,60,2,"PVC Tee 1/2"""
110 Material Surau Al-Ihsan,60,3,5
110 Material Surau Al-Ihsan,60,4,Pc
110 Material Surau Al-Ihsan,60,5,0.8
110 Material Surau Al-Ihsan,60,6,4
110 Material Surau Al-Ihsan,61,1,59
110 Material Surau Al-Ihsan,61,2,"PVC P/T socket 1/2"" (brass thread)"
110 Material Surau Al-Ihsan,61,3,5
110 Material Surau Al-Ihsan,61,4,Pc
110 Material Surau Al-Ihsan,61,5,3.5
110 Material Surau Al-Ihsan,61,6,17.5
110 Material Surau Al-Ihsan,62,1,60
110 Material Surau Al-Ihsan,62,2,Precast U-Drain 300x300 x 1 m
110 Material Surau Al-Ihsan,62,3,7
